category,food,score,"Calcium, Ca","Carbohydrate, by difference","Carotene, beta",Cholesterol,"Choline, total",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fiber, total dietary","Folate, total",Histidine,"Iron, Fe",Isoleucine,Leucine,Lysine,"Magnesium, Mg",Methionine,Niacin,PUFA 18:2,PUFA 18:3,Pantothenic acid,Phenylalanine,"Phosphorus, P","Potassium, K",Protein,Riboflavin,"Selenium, Se","Sodium, Na",Thiamin,Threonine,Total lipid (fat),Tryptophan,Valine,"Vitamin A, RAE",Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin K (phylloquinone),"Zinc, Zn"
Legumes and Legume Products,"Winged beans, mature seeds, raw",0.3,0.5,,,0.0,,0.1,,,,1.0,0.1,1.1,1.5,1.0,0.9,1.0,0.5,0.3,0.2,0.5,0.1,0.2,0.8,0.8,0.3,0.5,0.3,0.1,0.0,0.9,1.1,0.1,2.7,0.8,0.0,0.1,0.0,,0.3
Legumes and Legume Products,"Soybeans, mature seeds, roasted, no salt added",0.3,0.1,,,0.0,,0.2,,,,0.7,0.6,1.4,0.4,1.2,1.1,1.1,0.4,0.5,0.1,1.6,0.4,0.1,1.1,0.7,0.4,0.7,0.1,0.3,0.0,0.1,1.5,0.2,1.8,1.0,0.0,0.1,0.0,,0.2
Legumes and Legume Products,"Soy flour, defatted",0.3,0.3,,,0.0,0.0,0.1,,,,0.7,0.9,1.8,1.0,1.6,1.4,1.5,0.8,0.6,0.1,0.1,0.0,0.4,1.4,1.2,0.7,0.9,0.2,0.0,0.0,0.6,1.9,0.0,2.4,1.3,0.0,0.3,0.0,0.1,0.2
Legumes and Legume Products,"Peanut flour, low fat",0.3,0.1,,,0.0,,0.2,,,,0.6,0.4,1.2,0.5,0.8,0.8,0.6,0.1,0.4,0.6,0.9,0.0,0.3,1.0,0.9,0.4,0.6,0.1,0.1,0.0,0.4,1.1,0.2,1.2,0.8,0.0,0.2,0.0,,0.4
Legumes and Legume Products,"Lupins, mature seeds, raw",0.3,0.2,,,0.0,,0.1,,,,0.8,1.0,1.5,0.5,1.2,1.0,0.9,0.6,0.2,0.1,0.2,0.1,0.1,0.8,0.8,0.3,0.6,0.1,0.1,0.0,0.6,1.3,0.1,1.0,0.8,0.0,0.2,0.0,,0.3
Nut and Seed Products,"Seeds, hemp seed, hulled",0.4,0.1,,,0.0,,0.2,,,,0.2,0.3,1.4,0.9,0.9,0.8,0.6,2.0,0.9,0.5,3.4,2.5,,0.8,3.0,0.3,0.5,0.2,,0.0,1.1,1.2,0.4,1.3,1.0,0.0,0.4,0.0,,0.7
Nut and Seed Products,"Seeds, cottonseed meal, partially defatted (glandless)",0.4,0.5,,,0.0,,0.1,,,,,0.7,2.2,1.5,1.3,1.2,1.2,2.2,0.8,0.2,0.3,0.0,0.1,1.7,3.1,0.5,0.8,0.3,,0.0,2.0,1.7,0.0,2.6,1.4,0.0,0.5,0.0,,0.9
Nut and Seed Products,"Seeds, chia seeds, dried",0.4,0.7,,,0.0,,0.2,,,,1.4,0.1,0.8,0.9,0.6,0.5,0.5,1.0,0.6,0.5,0.7,4.5,,0.6,1.6,0.1,0.3,0.1,0.8,0.0,0.6,0.7,0.3,1.6,0.5,,,0.0,,0.3
Nut and Seed Products,"Seeds, cottonseed flour, low fat (glandless)",0.4,0.5,,,0.0,,0.1,,,,,0.7,2.2,1.4,1.3,1.2,1.2,2.0,0.8,0.2,0.1,0.0,0.1,1.8,2.9,0.5,0.9,0.2,,0.0,1.9,1.8,0.0,2.7,1.4,0.0,0.4,0.0,,0.8
Nut and Seed Products,"Seeds, sesame flour, high-fat",0.4,0.2,,,0.0,,0.2,,,,,0.1,1.3,1.7,0.9,0.9,0.5,1.0,1.0,0.7,2.0,0.1,0.6,0.9,1.5,0.1,0.5,0.2,,0.0,2.4,1.2,0.3,2.4,0.9,0.0,0.1,0.0,,0.8
Nut and Seed Products,"Seeds, cottonseed flour, partially defatted (glandless)",0.4,0.5,,,0.0,,0.1,,,,0.1,0.7,1.8,1.4,1.1,1.0,1.0,2.1,0.6,0.2,0.4,0.0,0.1,1.5,2.9,0.5,0.7,0.2,0.1,0.0,1.9,1.4,0.1,2.2,1.2,0.0,0.5,0.0,,0.9
Nut and Seed Products,"Seeds, sesame flour, partially defatted",0.4,0.2,,,0.0,,0.1,,,,,0.1,1.7,1.6,1.2,1.1,0.6,1.0,1.3,0.7,0.6,0.0,0.6,1.2,1.5,0.1,0.7,0.2,,0.0,2.3,1.6,0.1,3.1,1.2,0.0,0.1,0.0,,0.8
Nut and Seed Products,"Seeds, cottonseed kernels, roasted (glandless)",0.4,0.1,,,0.0,,0.2,,,,0.2,0.7,1.5,0.6,0.8,0.8,0.8,1.3,0.5,0.2,2.2,0.0,0.1,1.2,1.5,0.4,0.6,0.2,,0.0,0.7,1.1,0.3,1.8,0.9,0.0,0.5,0.1,,0.4
Nut and Seed Products,"Seeds, sunflower seed flour, partially defatted",0.4,0.1,,,0.0,,0.1,,,,0.2,0.6,1.9,0.7,1.7,1.3,0.9,1.0,1.0,0.4,0.1,0.0,1.3,1.4,1.3,0.0,0.8,0.2,0.8,0.0,2.8,1.9,0.0,2.6,1.5,0.0,0.4,0.0,,0.4
Nut and Seed Products,"Seeds, sesame flour, low-fat",0.4,0.2,,,0.0,,0.1,,,,,0.1,2.1,1.6,1.5,1.4,0.8,1.0,1.6,0.7,0.1,0.0,0.5,1.5,1.4,0.1,0.9,0.2,,0.0,2.2,2.0,0.0,3.9,1.5,0.0,0.1,0.0,,0.7
Nut and Seed Products,"Seeds, sunflower seed kernels, dried",0.3,0.1,,,0.0,0.1,0.2,,,,0.3,0.6,0.9,0.6,0.8,0.6,0.4,0.9,0.5,0.5,2.9,0.0,0.2,0.7,1.2,0.2,0.4,0.2,0.8,0.0,1.3,0.9,0.5,1.2,0.7,0.0,0.8,0.0,0.0,0.4
Nut and Seed Products,"Seeds, sunflower seed kernels, toasted, with salt added",0.3,0.1,,,0.0,,0.2,,,,0.5,0.7,0.7,0.8,0.6,0.5,0.3,0.4,0.4,0.2,4.7,0.0,1.4,0.5,2.1,0.1,0.3,0.2,0.9,0.3,0.3,0.7,0.5,0.9,0.5,0.0,0.5,0.0,,0.4
Nut and Seed Products,"Seeds, sesame seeds, whole, roasted and toasted",0.3,1.0,,,0.0,,0.2,,,,0.6,0.3,0.7,1.6,0.5,0.5,0.3,1.0,0.5,0.2,2.6,0.1,0.0,0.5,1.2,0.1,0.3,0.2,0.5,0.0,0.7,0.7,0.4,1.3,0.5,0.0,0.5,0.0,,0.5
Nut and Seed Products,"Seeds, safflower seed meal, partially defatted",0.3,0.1,,,0.0,,0.1,,,,,0.5,1.4,0.5,1.1,0.9,0.6,1.0,0.6,0.1,0.2,0.0,0.8,1.0,1.2,0.0,0.6,0.3,,0.0,1.0,1.2,0.0,1.4,1.2,0.0,0.7,0.0,,0.4
Nut and Seed Products,"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",0.3,0.1,,,0.0,0.1,0.2,,,,0.4,0.7,0.8,0.4,0.7,0.5,0.4,0.4,0.4,0.4,4.1,0.0,1.4,0.6,2.1,0.2,0.3,0.2,1.1,2.5,0.1,0.8,0.5,1.1,0.6,0.0,0.5,0.0,0.0,0.4
Pork Products,"Pork, cured, bacon, cooked, microwaved",0.4,0.0,,,0.4,0.3,0.2,,,,0.0,,2.3,0.1,1.3,1.2,1.7,0.1,1.0,0.6,0.6,0.1,0.2,0.9,0.7,0.1,0.7,0.2,0.9,0.7,0.5,1.6,0.3,1.7,1.1,,0.3,0.0,,0.3
Pork Products,"Pork, fresh, variety meats and by-products, liver, cooked, braised",0.4,0.0,,,1.2,,0.1,,,,0.0,0.5,1.0,2.0,0.9,0.8,1.0,0.0,0.6,0.5,0.1,0.0,1.0,0.7,0.4,0.0,0.4,1.4,1.0,0.0,0.2,1.1,0.0,1.3,0.9,7.2,0.3,0.2,,0.5
Pork Products,"Pork, fresh, variety meats and by-products, liver, raw",0.4,0.0,,,1.0,,0.0,,,,0.0,0.6,0.8,2.6,0.8,0.7,0.8,0.1,0.5,0.8,0.0,0.0,1.3,0.6,0.5,0.1,0.4,1.9,0.8,0.0,0.3,0.9,0.0,1.1,0.7,8.7,0.4,0.2,,0.4
Pork Products,"Pork, cured, bacon, cooked, baked",0.3,0.0,,,0.4,0.3,0.2,,,,0.0,0.0,1.9,0.2,1.2,1.0,1.4,0.1,0.8,0.6,0.5,0.1,0.2,0.8,0.9,0.2,0.6,0.2,0.8,0.9,0.3,1.3,0.4,1.1,1.0,0.0,0.2,0.0,0.0,0.2
Pork Products,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",0.3,0.0,,,0.4,0.3,0.2,,,,0.0,0.0,2.0,0.2,1.2,1.1,1.5,0.1,0.8,0.6,0.5,0.1,0.2,0.8,1.0,0.2,0.6,0.2,0.9,0.4,0.4,1.4,0.4,1.1,1.1,0.0,0.2,0.0,0.0,0.3
Pork Products,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",0.3,0.0,,,0.3,0.2,0.2,,,,0.0,0.0,2.0,0.1,1.2,1.0,1.4,0.1,0.9,0.6,0.7,0.1,0.2,0.8,0.7,0.1,0.6,0.1,0.7,0.7,0.5,1.4,0.3,1.5,0.9,0.0,0.3,0.0,0.0,0.2
Pork Products,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",0.3,0.0,,,1.6,,0.1,,,,0.0,0.1,0.9,0.6,1.0,0.8,0.9,0.1,0.5,0.3,0.0,0.0,0.6,0.7,0.4,0.0,0.4,1.0,4.5,0.0,0.4,1.0,0.0,1.2,0.8,0.1,0.3,0.1,,0.3
Pork Products,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",0.3,0.0,,,1.1,,0.1,,,,0.0,0.0,0.8,0.3,1.1,0.8,0.9,0.1,0.4,0.2,0.1,0.0,0.9,0.7,0.5,0.0,0.5,0.4,1.0,0.0,0.1,1.2,0.1,2.2,0.8,0.0,0.3,0.1,,0.3
Pork Products,"Pork, fresh, variety meats and by-products, heart, cooked, braised",0.3,0.0,,,0.7,,0.1,,,,0.0,0.0,0.9,0.6,0.8,0.8,0.9,0.1,0.6,0.3,0.1,0.0,0.5,0.6,0.3,0.1,0.4,1.1,0.3,0.0,0.5,1.0,0.0,1.0,0.7,0.0,0.2,0.0,,0.2
Pork Products,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",0.3,0.0,,,0.3,,0.1,,,,0.0,0.0,1.7,0.2,1.0,0.9,1.3,0.1,0.8,0.3,0.1,0.0,0.2,0.7,0.5,0.1,0.5,0.2,0.7,0.0,0.9,1.3,0.1,1.4,0.9,0.0,0.3,0.0,,0.2
Pork Products,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",0.3,0.0,,,0.3,,0.1,,,,0.0,0.0,1.7,0.2,1.0,0.9,1.3,0.1,0.7,0.3,0.1,0.0,0.2,0.7,0.5,0.1,0.5,0.2,0.7,0.0,0.9,1.3,0.1,1.3,0.9,0.0,0.3,0.0,,0.2
Pork Products,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",0.3,0.0,,,0.4,0.2,0.1,,,,0.0,0.0,1.7,0.2,1.0,0.9,1.2,0.1,0.7,0.3,0.3,0.0,0.1,0.7,0.5,0.1,0.5,0.2,0.5,0.0,0.4,1.3,0.3,1.3,0.9,0.0,0.2,0.0,0.0,0.3
Pork Products,"Pork, fresh, variety meats and by-products, kidneys, raw",0.3,0.0,,,1.1,,0.0,,,,0.0,0.1,0.6,0.5,0.6,0.5,0.6,0.0,0.3,0.4,0.0,0.0,0.6,0.4,0.4,0.1,0.3,1.1,2.7,0.1,0.3,0.6,0.0,0.8,0.5,0.1,0.3,0.1,,0.2
Pork Products,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",0.3,0.0,,,0.3,0.3,0.1,,,,0.0,0.0,1.7,0.1,1.0,0.9,1.2,0.1,0.8,0.4,0.2,0.0,0.3,0.7,0.4,0.1,0.5,0.3,0.7,0.0,0.5,1.2,0.1,1.2,0.8,0.0,0.3,0.0,0.0,0.3
Pork Products,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",0.3,0.0,,,0.3,0.3,0.1,,,,0.0,0.0,1.7,0.1,1.0,0.9,1.2,0.1,0.8,0.4,0.2,0.0,0.3,0.7,0.5,0.1,0.5,0.2,0.7,0.0,0.6,1.2,0.1,1.2,0.8,0.0,0.3,0.0,0.0,0.2
Vegetables and Vegetable Products,"Parsley, freeze-dried",0.5,0.2,,,0.0,,0.1,,,,1.3,0.6,,6.0,,,1.5,1.1,0.2,0.6,,,0.5,,1.0,1.8,0.5,1.4,0.5,0.2,0.9,,0.0,1.8,,,0.8,1.4,,0.4
Vegetables and Vegetable Products,"Chives, freeze-dried",0.4,0.9,,,0.0,,0.1,,,,1.0,0.3,0.5,2.2,0.6,0.5,0.5,1.8,0.2,0.3,0.2,0.0,0.4,0.4,0.9,0.8,0.4,0.9,0.1,0.0,0.8,0.8,0.0,0.8,0.5,4.6,1.2,6.0,,0.4
Vegetables and Vegetable Products,"Seaweed, spirulina, dried",0.4,0.1,,,0.0,0.2,0.1,,,,0.1,0.3,1.5,3.2,2.3,1.8,1.4,0.6,1.1,0.7,0.2,0.2,0.7,1.6,0.2,0.4,1.0,2.3,0.1,0.4,2.1,2.8,0.1,3.3,1.9,0.0,0.2,0.1,0.4,0.1
Vegetables and Vegetable Products,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",0.4,0.3,,,0.1,,0.1,,,,1.5,0.5,0.3,7.4,0.4,0.3,0.4,2.0,0.2,0.2,,,,0.5,0.5,0.8,0.3,1.0,,1.8,0.4,0.6,0.0,0.6,0.4,0.5,0.1,0.3,,0.2
Vegetables and Vegetable Products,"Peppers, sweet, red, freeze-dried",0.4,0.1,,,0.0,,0.1,,,,0.9,0.7,0.5,1.2,0.4,0.3,0.4,0.5,0.2,0.4,0.2,0.0,0.1,0.3,0.6,0.9,0.3,0.7,0.1,0.1,1.1,0.6,0.0,0.8,0.4,5.2,1.3,17.3,1.6,0.2
Vegetables and Vegetable Products,"Peppers, pasilla, dried",0.3,0.1,,,0.0,,0.1,,,,1.1,0.5,,1.1,,,,0.4,,0.4,,,0.3,,0.5,0.6,0.2,2.0,0.0,0.0,0.2,,0.1,,,2.4,2.5,0.1,,0.1
Vegetables and Vegetable Products,"Leeks, (bulb and lower-leaf portion), freeze-dried",0.3,0.4,,,0.0,,0.1,,,,0.4,1.0,0.4,0.8,0.4,0.4,0.4,0.5,0.2,0.2,0.1,0.2,0.2,0.3,0.6,0.7,0.3,0.2,0.1,0.0,0.7,0.6,0.0,0.4,0.3,0.0,0.7,1.1,,0.0
Vegetables and Vegetable Products,"Peppers, ancho, dried",0.3,0.1,,,0.0,,0.1,,,,0.9,0.2,0.3,1.2,0.3,0.2,0.2,0.3,0.1,0.3,0.5,0.0,0.4,0.2,0.4,0.7,0.2,1.4,0.0,0.0,0.2,0.4,0.1,0.6,0.3,1.4,2.1,0.0,,0.1
Vegetables and Vegetable Products,Tomato powder,0.2,0.2,,,0.0,,0.1,,,,0.7,0.3,0.3,0.5,0.2,0.1,0.2,0.5,0.1,0.5,0.0,0.0,0.8,0.2,0.5,0.6,0.2,0.5,0.1,0.1,0.8,0.3,0.0,0.3,0.1,1.1,0.3,1.1,0.7,0.1
Vegetables and Vegetable Products,Yeast extract spread,0.2,0.1,,,0.0,0.2,0.1,,,,0.3,10.8,,0.4,,,,0.5,,6.9,0.0,0.0,0.9,,0.2,0.6,0.4,10.9,0.4,1.4,20.9,,0.0,,,0.0,0.0,0.0,0.0,0.3
Vegetables and Vegetable Products,"Peppers, hot chile, sun-dried",0.2,0.0,,,0.0,0.2,0.1,,,,1.1,0.1,0.3,0.7,0.2,0.2,0.2,0.3,0.1,0.5,0.4,0.0,0.2,0.2,0.3,0.5,0.2,0.8,0.1,0.0,0.1,0.4,0.1,0.5,0.2,1.8,0.5,0.3,1.5,0.1
Vegetables and Vegetable Products,"Tomatoes, sun-dried",0.2,0.1,,,0.0,0.3,0.1,,,,0.5,0.2,0.3,1.0,0.2,0.2,0.2,0.6,0.1,0.5,0.1,0.0,0.4,0.2,0.6,1.0,0.2,0.3,0.1,0.0,0.5,0.3,0.0,0.4,0.2,0.1,0.2,0.4,0.6,0.1
Vegetables and Vegetable Products,"Mushrooms, shiitake, dried",0.2,0.0,,,0.0,0.5,0.1,,,,0.5,0.5,0.2,0.2,0.3,0.2,0.2,0.4,0.2,0.8,0.0,0.0,4.4,0.3,0.5,0.4,0.2,0.8,0.7,0.0,0.3,0.5,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.6
Vegetables and Vegetable Products,"Pepeao, dried",0.2,0.1,,,0.0,,0.1,,,,,0.5,,0.7,,,,0.4,,0.2,,,4.3,,0.2,0.2,0.1,0.2,0.6,0.0,0.7,,0.0,,,0.0,0.6,0.0,,0.5
Vegetables and Vegetable Products,"Carrot, dehydrated",0.2,0.2,,,0.0,0.2,0.1,,,,0.9,0.2,0.2,0.4,0.2,0.1,0.1,0.3,0.1,0.4,0.1,0.0,0.3,0.1,0.6,0.7,0.1,0.3,0.1,0.1,0.5,0.3,0.0,0.3,0.2,4.6,0.6,0.1,1.5,0.1
